age,workclass,education,marital.status,occupation,sex,native.country,income
39,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
47,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
69,?,Bachelors,Married-civ-spouse,?,Male,United-States,>50K
58,?,Some-college,Married-civ-spouse,?,Male,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Tech-support,Female,United-States,>50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,State-gov,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,?,>50K
43,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
33,Private,Some-college,Never-married,Adm-clerical,Female,United-States,>50K
53,Private,Doctorate,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
42,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
69,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
31,Private,Bachelors,Divorced,Other-service,Male,United-States,>50K
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
29,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
48,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Doctorate,Never-married,Prof-specialty,Male,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Other-service,Female,United-States,>50K
55,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
56,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,?,>50K
71,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Private,Bachelors,Separated,Prof-specialty,Female,United-States,>50K
55,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,United-States,>50K
55,Private,9th,Divorced,Craft-repair,Female,United-States,>50K
48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
34,Private,Bachelors,Never-married,Sales,Male,United-States,>50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
51,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,India,>50K
65,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
65,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,10th,Married-civ-spouse,Craft-repair,Male,United-States,>50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
22,Self-emp-not-inc,Some-college,Never-married,Sales,Male,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
66,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,>50K
47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
27,Private,Preschool,Married-civ-spouse,Farming-fishing,Male,Mexico,<=50K
63,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
17,?,10th,Never-married,?,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Protective-serv,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
55,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Male,United-States,<=50K
20,?,Some-college,Never-married,?,Male,United-States,<=50K
46,Private,Masters,Divorced,Exec-managerial,Female,United-States,>50K
35,Private,Bachelors,Divorced,Exec-managerial,Male,United-States,>50K
47,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
55,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,United-States,>50K
34,Private,Bachelors,Never-married,Sales,Male,United-States,>50K
25,Private,Assoc-voc,Never-married,Sales,Male,United-States,>50K
56,Self-emp-inc,Masters,Divorced,Exec-managerial,Male,United-States,>50K
25,Private,Bachelors,Never-married,Farming-fishing,Male,United-States,>50K
41,Private,Masters,Never-married,Prof-specialty,Female,United-States,>50K
42,Private,Doctorate,Married-spouse-absent,Other-service,Male,?,>50K
37,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Male,United-States,>50K
47,Private,Masters,Divorced,Sales,Male,United-States,>50K
36,Private,Prof-school,Never-married,Exec-managerial,Male,United-States,>50K
58,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Male,United-States,>50K
45,Private,Some-college,Divorced,Craft-repair,Male,United-States,>50K
55,Private,Bachelors,Divorced,Exec-managerial,Female,United-States,>50K
37,Private,HS-grad,Never-married,Craft-repair,Male,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Farming-fishing,Female,United-States,>50K
37,Private,Masters,Separated,Exec-managerial,Male,Iran,>50K
55,Private,Masters,Never-married,Sales,Female,United-States,>50K
30,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
58,?,Bachelors,Widowed,?,Female,United-States,>50K
29,Private,Prof-school,Never-married,Prof-specialty,Male,Germany,>50K
36,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
51,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
38,Private,Bachelors,Separated,Exec-managerial,Male,United-States,>50K
36,Self-emp-inc,Bachelors,Never-married,Tech-support,Male,United-States,>50K
41,Private,Masters,Never-married,Exec-managerial,Male,United-States,>50K
47,Private,Masters,Separated,Tech-support,Male,United-States,>50K
64,Private,Bachelors,Divorced,Exec-managerial,Male,United-States,>50K
64,Private,Bachelors,Divorced,Exec-managerial,Male,United-States,>50K
51,Private,Masters,Never-married,Prof-specialty,Male,United-States,>50K
54,Self-emp-not-inc,Bachelors,Divorced,Farming-fishing,Male,United-States,>50K
53,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Male,Philippines,>50K
46,Private,Doctorate,Divorced,Prof-specialty,Female,United-States,>50K
51,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Male,United-States,>50K
45,Self-emp-inc,Masters,Divorced,Sales,Female,United-States,>50K
43,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Male,United-States,>50K
55,State-gov,Doctorate,Divorced,Prof-specialty,Male,United-States,>50K
37,Private,Some-college,Divorced,Adm-clerical,Female,United-States,>50K
45,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
45,State-gov,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
32,Private,Assoc-acdm,Separated,Exec-managerial,Female,United-States,>50K
36,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
47,Private,Bachelors,Widowed,Priv-house-serv,Female,United-States,>50K
75,?,Bachelors,Widowed,?,Female,United-States,>50K
73,Private,Assoc-voc,Widowed,Prof-specialty,Male,United-States,>50K
65,?,Prof-school,Never-married,?,Male,United-States,>50K
68,Self-emp-inc,Assoc-voc,Widowed,Sales,Female,United-States,>50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Female,United-States,<=50K
67,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
65,Private,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Female,?,>50K
90,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
79,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,El-Salvador,>50K
67,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
90,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
68,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
65,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
68,?,Doctorate,Married-civ-spouse,?,Male,United-States,>50K
62,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
69,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
67,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Male,United-States,>50K
66,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
67,?,Doctorate,Married-civ-spouse,?,Male,United-States,>50K
70,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
68,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
68,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
74,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
71,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
67,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Female,England,>50K
68,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
77,Self-emp-inc,Doctorate,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
71,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
76,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
83,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
68,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
79,?,Masters,Married-civ-spouse,?,Male,Poland,>50K
69,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
66,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,Jamaica,>50K
73,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
67,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
66,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
67,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
67,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
79,Self-emp-inc,12th,Widowed,Sales,Male,United-States,>50K
67,Self-emp-not-inc,Masters,Widowed,Prof-specialty,Male,United-States,>50K
74,Private,HS-grad,Widowed,Adm-clerical,Female,United-States,>50K
67,Self-emp-inc,HS-grad,Widowed,Exec-managerial,Female,United-States,>50K
67,Local-gov,Masters,Never-married,Exec-managerial,Female,United-States,>50K
67,Private,HS-grad,Widowed,Adm-clerical,Female,Germany,>50K
69,Private,HS-grad,Never-married,Transport-moving,Male,United-States,>50K
74,Self-emp-not-inc,Bachelors,Widowed,Craft-repair,Male,Germany,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Female,United-States,>50K
57,Federal-gov,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
53,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
64,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Prof-specialty,Male,?,>50K
52,Private,Bachelors,Married-civ-spouse,Sales,Female,United-States,>50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,Italy,>50K
53,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
44,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
56,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Male,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Female,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,United-States,>50K
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,Iran,>50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,El-Salvador,>50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
55,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
34,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
53,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,Germany,>50K
52,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
61,Private,Some-college,Married-civ-spouse,Tech-support,Male,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
31,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,United-States,>50K
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
35,Private,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
36,Private,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
40,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Female,Iran,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
61,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Transport-moving,Male,Canada,>50K
58,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
55,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
47,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
36,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
63,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Sales,Male,United-States,>50K
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
63,Private,Bachelors,Married-civ-spouse,Sales,Male,Iran,>50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
51,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,South,>50K
42,Private,HS-grad,Married-civ-spouse,Tech-support,Male,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
32,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
30,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,?,>50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
53,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,?,Masters,Married-civ-spouse,?,Female,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
42,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
44,Private,Masters,Married-civ-spouse,Craft-repair,Male,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,Japan,>50K
30,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,United-States,>50K
44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
60,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
60,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
36,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
39,Private,12th,Married-civ-spouse,Transport-moving,Male,United-States,>50K
40,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,England,>50K
51,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
46,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
32,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
48,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Private,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,South,>50K
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
